com.samsung.shealth.stress.histogram,1149015,2
update_time,base_hr,pkg_name,histogram,decay_time,create_time,datauuid,deviceuuid
"01/03/2025, 12:04:23 PM",83300,com.sec.android.app.shealth,a6788bf3-dd14-80d5-acc7-d877cea373be.histogram,1735931647,"12/26/2024, 9:02:58 PM",a6788bf3-dd14-80d5-acc7-d877cea373be,xtfbSOmziO,

